ENST00000450305	ENSG00000223972
ENST00000609330	ENSG00000272942
ENST00000609964	ENSG00000272798
ENST00000603243	ENSG00000271138
ENST00000415709	ENSG00000100058
ENST00000581611	ENSG00000265978
ENST00000324198	ENSG00000100077
ENST00000619906	ENSG00000100077
ENST00000418510	ENSG00000224003
ENST00000536101	ENSG00000133454
ENST00000335473	ENSG00000133454
ENST00000407587	ENSG00000133454
ENST00000582362	ENSG00000264925
ENST00000440996	ENSG00000232050
ENST00000420391	ENSG00000236464
ENST00000404234	ENSG00000100095
ENST00000529632	ENSG00000100095
ENST00000360929	ENSG00000100095
ENST00000629590	ENSG00000100095
ENST00000248933	ENSG00000100095
ENST00000343706	ENSG00000100095
ENST00000403121	ENSG00000100095
ENST00000402979	ENSG00000100095
ENST00000450463	ENSG00000230203
ENST00000215906	ENSG00000128203
ENST00000398145	ENSG00000100099
ENST00000402105	ENSG00000100099
ENST00000336873	ENSG00000100099
ENST00000215917	ENSG00000100104
ENST00000619735	ENSG00000100109
ENST00000407690	ENSG00000100109
ENST00000407431	ENSG00000100109
ENST00000407148	ENSG00000100109
ENST00000405938	ENSG00000100109
ENST00000338754	ENSG00000128294
ENST00000398110	ENSG00000128294
ENST00000403880	ENSG00000128294
ENST00000408833	ENSG00000221760
ENST00000395823	ENSG00000213707
ENST00000215939	ENSG00000100122
ENST00000354760	ENSG00000196431
ENST00000425548	ENSG00000226912
ENST00000613780	ENSG00000225783
ENST00000382641	ENSG00000206028
ENST00000444388	ENSG00000244625
ENST00000437071	ENSG00000244625
ENST00000417083	ENSG00000244625
ENST00000434868	ENSG00000223704
ENST00000422915	ENSG00000231369
ENST00000447149	ENSG00000235271
ENST00000438113	ENSG00000235271
ENST00000623027	ENSG00000279440
ENST00000623814	ENSG00000279914
ENST00000624792	ENSG00000279848
ENST00000453934	ENSG00000236858
ENST00000623947	ENSG00000280025
ENST00000430468	ENSG00000231405
ENST00000427360	ENSG00000238195
ENST00000444114	ENSG00000233521
ENST00000418271	ENSG00000233521
ENST00000449126	ENSG00000233574
ENST00000454387	ENSG00000223726
ENST00000426467	ENSG00000226741
ENST00000413244	ENSG00000230051
ENST00000625043	ENSG00000280445
ENST00000623572	ENSG00000280445
ENST00000440477	ENSG00000227880
ENST00000415655	ENSG00000224027
ENST00000440255	ENSG00000227838
ENST00000422833	ENSG00000231495
ENST00000302326	ENSG00000169184
ENST00000335272	ENSG00000180957
ENST00000320996	ENSG00000180957
ENST00000455418	ENSG00000180957
ENST00000634017	ENSG00000180957
ENST00000582434	ENSG00000264073
ENST00000612946	ENSG00000100154
ENST00000397906	ENSG00000100154
ENST00000348295	ENSG00000183765
ENST00000404276	ENSG00000183765
ENST00000328354	ENSG00000183765
ENST00000405598	ENSG00000183765
ENST00000382580	ENSG00000183765
ENST00000403642	ENSG00000183765
ENST00000402731	ENSG00000183765
ENST00000382565	ENSG00000183765
ENST00000216027	ENSG00000100209
ENST00000398941	ENSG00000100209
ENST00000249064	ENSG00000159873
ENST00000448492	ENSG00000159873
ENST00000421503	ENSG00000159873
ENST00000216037	ENSG00000100219
ENST00000403532	ENSG00000100219
ENST00000611155	ENSG00000100219
ENST00000405219	ENSG00000100219
ENST00000344347	ENSG00000100219
ENST00000447099	ENSG00000224256
ENST00000544604	ENSG00000183579
ENST00000402174	ENSG00000183579
ENST00000406323	ENSG00000183579
ENST00000216071	ENSG00000100249
ENST00000400335	ENSG00000183762
ENST00000327813	ENSG00000183762
ENST00000407188	ENSG00000183762
ENST00000334018	ENSG00000186998
ENST00000404755	ENSG00000186998
ENST00000404820	ENSG00000186998
ENST00000216085	ENSG00000100263
ENST00000332050	ENSG00000182944
ENST00000629659	ENSG00000182944
ENST00000397938	ENSG00000182944
ENST00000406548	ENSG00000182944
ENST00000331029	ENSG00000182944
ENST00000414183	ENSG00000182944
ENST00000333395	ENSG00000182944
ENST00000332035	ENSG00000182944
ENST00000616432	ENSG00000185340
ENST00000406549	ENSG00000185340
ENST00000610653	ENSG00000185340
ENST00000621062	ENSG00000185340
ENST00000618518	ENSG00000185340
ENST00000611648	ENSG00000185340
ENST00000401450	ENSG00000100276
ENST00000216101	ENSG00000100276
ENST00000432560	ENSG00000100280
ENST00000357586	ENSG00000100280
ENST00000405198	ENSG00000100280
ENST00000317368	ENSG00000100280
ENST00000402502	ENSG00000100280
ENST00000415447	ENSG00000100280
ENST00000439655	ENSG00000242156
ENST00000616792	ENSG00000278292
ENST00000619824	ENSG00000274457
ENST00000354373	ENSG00000128250
ENST00000310624	ENSG00000100285
ENST00000490103	ENSG00000100296
ENST00000397871	ENSG00000100296
ENST00000397872	ENSG00000100296
ENST00000397873	ENSG00000100296
ENST00000216121	ENSG00000184117
ENST00000413209	ENSG00000186575
ENST00000338641	ENSG00000186575
ENST00000403435	ENSG00000186575
ENST00000361452	ENSG00000186575
ENST00000403999	ENSG00000186575
ENST00000334961	ENSG00000186575
ENST00000353887	ENSG00000186575
ENST00000361166	ENSG00000186575
ENST00000361676	ENSG00000186575
ENST00000397789	ENSG00000186575
ENST00000437636	ENSG00000233010
ENST00000216144	ENSG00000100314
ENST00000344318	ENSG00000100319
ENST00000330029	ENSG00000184076
ENST00000401406	ENSG00000184076
ENST00000307790	ENSG00000100325
ENST00000542393	ENSG00000100325
ENST00000397771	ENSG00000100325
ENST00000401950	ENSG00000100330
ENST00000333027	ENSG00000100330
ENST00000323630	ENSG00000100330
ENST00000351488	ENSG00000100330
ENST00000406629	ENSG00000100330
ENST00000408809	ENSG00000221736
ENST00000453616	ENSG00000227201
ENST00000336726	ENSG00000176635
ENST00000403975	ENSG00000176635
ENST00000423857	ENSG00000226573
ENST00000451219	ENSG00000225971
ENST00000249075	ENSG00000128342
ENST00000403987	ENSG00000128342
ENST00000215781	ENSG00000099985
ENST00000403389	ENSG00000099985
ENST00000403463	ENSG00000099985
ENST00000407689	ENSG00000239282
ENST00000404953	ENSG00000239282
ENST00000447976	ENSG00000248751
ENST00000215790	ENSG00000099992
ENST00000403477	ENSG00000099992
ENST00000403362	ENSG00000099992
ENST00000215793	ENSG00000099995
ENST00000399824	ENSG00000187860
ENST00000405659	ENSG00000187860
ENST00000338306	ENSG00000187860
ENST00000619645	ENSG00000099999
ENST00000382363	ENSG00000099999
ENST00000615189	ENSG00000100003
ENST00000617837	ENSG00000100003
ENST00000405717	ENSG00000100003
ENST00000402592	ENSG00000100003
ENST00000439838	ENSG00000249590
ENST00000598426	ENSG00000268538
ENST00000266263	ENSG00000242114
ENST00000629597	ENSG00000242114
ENST00000355143	ENSG00000242114
ENST00000407550	ENSG00000242114
ENST00000426397	ENSG00000230137
ENST00000403066	ENSG00000100012
ENST00000215812	ENSG00000100012
ENST00000540910	ENSG00000100012
ENST00000402286	ENSG00000100012
ENST00000401751	ENSG00000100012
ENST00000453285	ENSG00000214161
ENST00000255858	ENSG00000133488
ENST00000381982	ENSG00000133488
ENST00000402034	ENSG00000214491
ENST00000448467	ENSG00000225774
ENST00000406955	ENSG00000128242
ENST00000402321	ENSG00000128242
ENST00000402369	ENSG00000128242
ENST00000338911	ENSG00000128242
ENST00000401975	ENSG00000128242
ENST00000406361	ENSG00000128242
ENST00000354694	ENSG00000100029
ENST00000402281	ENSG00000100029
ENST00000405677	ENSG00000100029
ENST00000402284	ENSG00000100029
ENST00000335214	ENSG00000100029
ENST00000215838	ENSG00000185339
ENST00000450638	ENSG00000185339
ENST00000405742	ENSG00000185339
ENST00000407817	ENSG00000185339
ENST00000343605	ENSG00000100036
ENST00000406566	ENSG00000100036
ENST00000404885	ENSG00000167065
ENST00000407308	ENSG00000167065
ENST00000403268	ENSG00000167065
ENST00000334679	ENSG00000167065
ENST00000510957	ENSG00000250318
ENST00000438716	ENSG00000184792
ENST00000407373	ENSG00000184792
ENST00000403222	ENSG00000184792
ENST00000332585	ENSG00000184792
ENST00000446658	ENSG00000184792
ENST00000401475	ENSG00000184792
ENST00000437268	ENSG00000184792
ENST00000535268	ENSG00000184792
ENST00000580767	ENSG00000264661
ENST00000424380	ENSG00000237977
ENST00000397641	ENSG00000133422
ENST00000215862	ENSG00000133422
ENST00000602847	ENSG00000269987
ENST00000602955	ENSG00000269972
ENST00000358743	ENSG00000183963
ENST00000347557	ENSG00000183963
ENST00000333137	ENSG00000183963
ENST00000619644	ENSG00000183963
ENST00000612341	ENSG00000183963
ENST00000404574	ENSG00000183963
ENST00000402395	ENSG00000198832
ENST00000400299	ENSG00000198832
ENST00000611680	ENSG00000198832
ENST00000420779	ENSG00000235573
ENST00000620191	ENSG00000185133
ENST00000412277	ENSG00000185133
ENST00000331075	ENSG00000185133
ENST00000400294	ENSG00000185133
ENST00000405300	ENSG00000185133
ENST00000404390	ENSG00000185133
ENST00000402238	ENSG00000185133
ENST00000404453	ENSG00000185133
ENST00000401755	ENSG00000185133
ENST00000215885	ENSG00000100078
ENST00000397595	ENSG00000214125
ENST00000583386	ENSG00000264141
ENST00000326132	ENSG00000138942
ENST00000426256	ENSG00000138942
ENST00000266252	ENSG00000138942
ENST00000406516	ENSG00000182541
ENST00000331728	ENSG00000182541
ENST00000333611	ENSG00000182541
ENST00000340552	ENSG00000182541
ENST00000215912	ENSG00000100100
ENST00000441972	ENSG00000100100
ENST00000402249	ENSG00000100100
ENST00000266269	ENSG00000100105
ENST00000405309	ENSG00000100105
ENST00000351933	ENSG00000100105
ENST00000215919	ENSG00000100105
ENST00000504184	ENSG00000213888
ENST00000331457	ENSG00000185721
ENST00000629688	ENSG00000185721
ENST00000344710	ENSG00000184708
ENST00000397525	ENSG00000184708
ENST00000330125	ENSG00000184708
ENST00000397523	ENSG00000184708
ENST00000540643	ENSG00000198089
ENST00000432498	ENSG00000198089
ENST00000443011	ENSG00000198089
ENST00000400289	ENSG00000198089
ENST00000400288	ENSG00000198089
ENST00000444403	ENSG00000233733
ENST00000416920	ENSG00000229169
ENST00000445477	ENSG00000214093
ENST00000382151	ENSG00000241878
ENST00000266095	ENSG00000241878
ENST00000397500	ENSG00000241878
ENST00000439502	ENSG00000241878
ENST00000327423	ENSG00000183530
ENST00000535622	ENSG00000100150
ENST00000400246	ENSG00000100150
ENST00000400249	ENSG00000100150
ENST00000400242	ENSG00000100150
ENST00000382112	ENSG00000100150
ENST00000382111	ENSG00000100150
ENST00000400248	ENSG00000100150
ENST00000429025	ENSG00000236132
ENST00000454534	ENSG00000227813
ENST00000248975	ENSG00000128245
ENST00000397492	ENSG00000128245
ENST00000430449	ENSG00000227519
ENST00000436395	ENSG00000230866
ENST00000423610	ENSG00000232346
ENST00000266088	ENSG00000100170
ENST00000543737	ENSG00000100170
ENST00000448124	ENSG00000234479
ENST00000423412	ENSG00000237439
ENST00000416196	ENSG00000232707
ENST00000436294	ENSG00000239674
ENST00000382097	ENSG00000205856
ENST00000426354	ENSG00000230120
ENST00000248980	ENSG00000128253
ENST00000248983	ENSG00000128253
ENST00000400237	ENSG00000128253
ENST00000523725	ENSG00000254127
ENST00000266086	ENSG00000100191
ENST00000397477	ENSG00000214076
ENST00000452181	ENSG00000224050
ENST00000608926	ENSG00000273325
ENST00000397468	ENSG00000128276
ENST00000249007	ENSG00000128276
ENST00000605398	ENSG00000271093
ENST00000382084	ENSG00000205853
ENST00000400234	ENSG00000205853
ENST00000621921	ENSG00000205853
ENST00000382086	ENSG00000205853
ENST00000420171	ENSG00000230736
ENST00000430579	ENSG00000243519
ENST00000444848	ENSG00000241954
ENST00000453679	ENSG00000232218
ENST00000216038	ENSG00000100220
ENST00000300399	ENSG00000184459
ENST00000534972	ENSG00000184459
ENST00000397452	ENSG00000184459
ENST00000397450	ENSG00000184459
ENST00000266087	ENSG00000100225
ENST00000452138	ENSG00000100225
ENST00000397426	ENSG00000100225
ENST00000358763	ENSG00000185666
ENST00000332840	ENSG00000185666
ENST00000619146	ENSG00000185666
ENST00000266085	ENSG00000100234
ENST00000446798	ENSG00000228194
ENST00000447396	ENSG00000228622
ENST00000452505	ENSG00000231253
ENST00000421145	ENSG00000233632
ENST00000354992	ENSG00000133424
ENST00000397394	ENSG00000133424
ENST00000402320	ENSG00000133424
ENST00000580680	ENSG00000266012
ENST00000412218	ENSG00000236052
ENST00000450365	ENSG00000224404
ENST00000457251	ENSG00000235485
ENST00000624442	ENSG00000280356
ENST00000423712	ENSG00000234891
ENST00000440858	ENSG00000237316
ENST00000427881	ENSG00000227895
ENST00000404699	ENSG00000175329
ENST00000308700	ENSG00000175329
ENST00000458450	ENSG00000233080
ENST00000610215	ENSG00000273068
ENST00000414048	ENSG00000238153
ENST00000216106	ENSG00000100281
ENST00000447733	ENSG00000100284
ENST00000411850	ENSG00000100284
ENST00000425375	ENSG00000100284
ENST00000449058	ENSG00000100284
ENST00000382034	ENSG00000100284
ENST00000579518	ENSG00000266320
ENST00000632196	ENSG00000282602
ENST00000631502	ENSG00000282041
ENST00000216117	ENSG00000100292
ENST00000216122	ENSG00000100297
ENST00000382011	ENSG00000100297
ENST00000417397	ENSG00000233388
ENST00000610000	ENSG00000273044
ENST00000216127	ENSG00000100302
ENST00000401702	ENSG00000198125
ENST00000397326	ENSG00000198125
ENST00000397328	ENSG00000198125
ENST00000359787	ENSG00000198125
ENST00000406324	ENSG00000198125
ENST00000409652	ENSG00000221963
ENST00000417782	ENSG00000228587
ENST00000415961	ENSG00000226336
ENST00000249044	ENSG00000128313
ENST00000405409	ENSG00000100320
ENST00000414461	ENSG00000100320
ENST00000449924	ENSG00000100320
ENST00000262829	ENSG00000100320
ENST00000397303	ENSG00000100320
ENST00000359369	ENSG00000100320
ENST00000416721	ENSG00000100320
ENST00000438146	ENSG00000100320
ENST00000436210	ENSG00000237406
ENST00000625157	ENSG00000279652
ENST00000624264	ENSG00000279217
ENST00000623490	ENSG00000279714
ENST00000349314	ENSG00000128284
ENST00000397293	ENSG00000128284
ENST00000361710	ENSG00000128284
ENST00000397287	ENSG00000128284
ENST00000424878	ENSG00000128284
ENST00000425366	ENSG00000233764
ENST00000437339	ENSG00000231576
ENST00000414147	ENSG00000237948
ENST00000454926	ENSG00000225557
ENST00000439552	ENSG00000237129
ENST00000426108	ENSG00000229088
ENST00000352371	ENSG00000100336
ENST00000616056	ENSG00000100336
ENST00000332987	ENSG00000100336
ENST00000397275	ENSG00000100336
ENST00000328429	ENSG00000100336
ENST00000358502	ENSG00000128335
ENST00000249066	ENSG00000128335
ENST00000451256	ENSG00000128335
ENST00000397278	ENSG00000100342
ENST00000422706	ENSG00000100342
ENST00000426053	ENSG00000100342
ENST00000319136	ENSG00000100342
ENST00000397279	ENSG00000100342
ENST00000216181	ENSG00000100345
ENST00000401701	ENSG00000100345
ENST00000424761	ENSG00000223695
ENST00000413110	ENSG00000237668
ENST00000516766	ENSG00000252575
ENST00000442579	ENSG00000228719
ENST00000216185	ENSG00000100348
ENST00000416967	ENSG00000100348
ENST00000403313	ENSG00000100348
ENST00000397224	ENSG00000100350
ENST00000216187	ENSG00000100350
ENST00000397223	ENSG00000100350
ENST00000216190	ENSG00000100353
ENST00000405442	ENSG00000100353
ENST00000339367	ENSG00000188078
ENST00000300105	ENSG00000166862
ENST00000340630	ENSG00000100360
ENST00000433985	ENSG00000100360
ENST00000417718	ENSG00000100362
ENST00000216200	ENSG00000100362
ENST00000404171	ENSG00000100362
ENST00000248899	ENSG00000100365
ENST00000397147	ENSG00000100365
ENST00000403662	ENSG00000100368
ENST00000262825	ENSG00000100368
ENST00000406230	ENSG00000100368
ENST00000447905	ENSG00000232254
ENST00000402860	ENSG00000185264
ENST00000405091	ENSG00000185264
ENST00000381821	ENSG00000185264
ENST00000403892	ENSG00000128311
ENST00000249042	ENSG00000128311
ENST00000622841	ENSG00000128311
ENST00000401419	ENSG00000128309
ENST00000404802	ENSG00000128309
ENST00000341116	ENSG00000128309
ENST00000429360	ENSG00000128309
ENST00000404393	ENSG00000128309
ENST00000397225	ENSG00000128309
ENST00000628507	ENSG00000128309
ENST00000610767	ENSG00000100379
ENST00000402077	ENSG00000100379
ENST00000403888	ENSG00000100379
ENST00000381792	ENSG00000187045
ENST00000346753	ENSG00000187045
ENST00000406725	ENSG00000187045
ENST00000406856	ENSG00000187045
ENST00000442782	ENSG00000187045
ENST00000216223	ENSG00000100385
ENST00000516333	ENSG00000252142
ENST00000397110	ENSG00000133466
ENST00000337843	ENSG00000133466
ENST00000434784	ENSG00000133466
ENST00000610913	ENSG00000278195
ENST00000617123	ENSG00000278195
ENST00000436709	ENSG00000226233
ENST00000249071	ENSG00000128340
ENST00000406508	ENSG00000128340
ENST00000405484	ENSG00000128340
ENST00000401529	ENSG00000128340
ENST00000248901	ENSG00000100055
ENST00000402997	ENSG00000100055
ENST00000405206	ENSG00000100055
ENST00000402918	ENSG00000166897
ENST00000613079	ENSG00000166897
ENST00000416983	ENSG00000100060
ENST00000356998	ENSG00000100060
ENST00000403299	ENSG00000100065
ENST00000406271	ENSG00000100065
ENST00000251973	ENSG00000100065
ENST00000249014	ENSG00000128283
ENST00000215886	ENSG00000100079
ENST00000343632	ENSG00000100083
ENST00000381756	ENSG00000100083
ENST00000405147	ENSG00000100083
ENST00000325180	ENSG00000100083
ENST00000406772	ENSG00000100083
ENST00000357436	ENSG00000100092
ENST00000215904	ENSG00000241360
ENST00000403251	ENSG00000241360
ENST00000215909	ENSG00000100097
ENST00000359114	ENSG00000273899
ENST00000611699	ENSG00000273899
ENST00000455236	ENSG00000100101
ENST00000406386	ENSG00000100106
ENST00000407319	ENSG00000100106
ENST00000403663	ENSG00000100106
ENST00000340857	ENSG00000189060
ENST00000323205	ENSG00000100116
ENST00000248924	ENSG00000100116
ENST00000249041	ENSG00000128310
ENST00000215941	ENSG00000100124
ENST00000406423	ENSG00000100124
ENST00000609454	ENSG00000100124
ENST00000411961	ENSG00000100124
ENST00000385210	ENSG00000207945
ENST00000384963	ENSG00000207696
ENST00000412331	ENSG00000100129
ENST00000624234	ENSG00000100129
ENST00000381683	ENSG00000100129
ENST00000406934	ENSG00000100129
ENST00000215957	ENSG00000100139
ENST00000619227	ENSG00000128346
ENST00000403305	ENSG00000128346
ENST00000249079	ENSG00000128346
ENST00000403026	ENSG00000128346
ENST00000442738	ENSG00000100142
ENST00000460648	ENSG00000100142
ENST00000407936	ENSG00000100142
ENST00000488684	ENSG00000100142
ENST00000606538	ENSG00000100142
ENST00000405557	ENSG00000100142
ENST00000470701	ENSG00000100142
ENST00000396884	ENSG00000100146
ENST00000360880	ENSG00000100146
ENST00000578108	ENSG00000264505
ENST00000609265	ENSG00000273214
ENST00000404072	ENSG00000100151
ENST00000356976	ENSG00000100151
ENST00000320521	ENSG00000100156
ENST00000381669	ENSG00000128298
ENST00000332536	ENSG00000128298
ENST00000609162	ENSG00000272720
ENST00000332509	ENSG00000184381
ENST00000335539	ENSG00000184381
ENST00000402064	ENSG00000184381
ENST00000436218	ENSG00000184381
ENST00000447598	ENSG00000184381
ENST00000435484	ENSG00000184381
ENST00000417303	ENSG00000184381
ENST00000338483	ENSG00000185022
ENST00000538999	ENSG00000185022
ENST00000538320	ENSG00000185022
ENST00000426621	ENSG00000185022
ENST00000407965	ENSG00000185022
ENST00000361906	ENSG00000198792
ENST00000361684	ENSG00000198792
ENST00000579493	ENSG00000265311
ENST00000359867	ENSG00000213923
ENST00000396832	ENSG00000213923
ENST00000403904	ENSG00000213923
ENST00000413574	ENSG00000213923
ENST00000405675	ENSG00000213923
ENST00000400206	ENSG00000283900
ENST00000381646	ENSG00000244627
ENST00000303592	ENSG00000168135
ENST00000216014	ENSG00000100196
ENST00000409006	ENSG00000100196
ENST00000396821	ENSG00000100201
ENST00000640332	ENSG00000100201
ENST00000640668	ENSG00000100201
ENST00000428462	ENSG00000100206
ENST00000216024	ENSG00000100206
ENST00000616615	ENSG00000100206
ENST00000446147	ENSG00000224279
ENST00000535113	ENSG00000184949
ENST00000355830	ENSG00000184949
ENST00000216029	ENSG00000100211
ENST00000619293	ENSG00000100211
ENST00000216034	ENSG00000100216
ENST00000216039	ENSG00000100221
ENST00000216044	ENSG00000100226
ENST00000418695	ENSG00000229598
ENST00000405510	ENSG00000100242
ENST00000405018	ENSG00000100242
ENST00000406622	ENSG00000100242
ENST00000216068	ENSG00000100246
ENST00000406199	ENSG00000100246
ENST00000333039	ENSG00000221890
ENST00000640136	ENSG00000221890
ENST00000407418	ENSG00000183741
ENST00000216083	ENSG00000183741
ENST00000450216	ENSG00000235209
ENST00000402255	ENSG00000128383
ENST00000249116	ENSG00000128383
ENST00000618553	ENSG00000128383
ENST00000407298	ENSG00000179750
ENST00000402182	ENSG00000179750
ENST00000333467	ENSG00000179750
ENST00000361441	ENSG00000244509
ENST00000381568	ENSG00000284554
ENST00000622217	ENSG00000284554
ENST00000427494	ENSG00000243811
ENST00000216099	ENSG00000243811
ENST00000308521	ENSG00000128394
ENST00000381565	ENSG00000128394
ENST00000558766	ENSG00000259421
ENST00000407997	ENSG00000239713
ENST00000560933	ENSG00000225720
ENST00000421988	ENSG00000100298
ENST00000613677	ENSG00000100298
ENST00000348946	ENSG00000100298
ENST00000401756	ENSG00000100298
ENST00000442487	ENSG00000100298
ENST00000613996	ENSG00000100298
ENST00000216133	ENSG00000100307
ENST00000401405	ENSG00000100307
ENST00000414780	ENSG00000226024
ENST00000441207	ENSG00000227009
ENST00000331163	ENSG00000100311
ENST00000381551	ENSG00000100311
ENST00000456974	ENSG00000214854
ENST00000434516	ENSG00000224794
ENST00000641533	ENSG00000224794
ENST00000401609	ENSG00000100316
ENST00000216146	ENSG00000100316
ENST00000318801	ENSG00000100321
ENST00000216155	ENSG00000100321
ENST00000406293	ENSG00000100321
ENST00000328933	ENSG00000100321
ENST00000381535	ENSG00000100321
ENST00000216160	ENSG00000100324
ENST00000331454	ENSG00000100324
ENST00000341184	ENSG00000128268
ENST00000402881	ENSG00000100335
ENST00000325301	ENSG00000100335
ENST00000404569	ENSG00000100335
ENST00000637854	ENSG00000100335
ENST00000404241	ENSG00000128272
ENST00000337304	ENSG00000128272
ENST00000396680	ENSG00000128272
ENST00000334678	ENSG00000187051
ENST00000407673	ENSG00000100346
ENST00000401624	ENSG00000100346
ENST00000404898	ENSG00000100346
ENST00000402142	ENSG00000100346
ENST00000325157	ENSG00000176177
ENST00000458183	ENSG00000235647
ENST00000435169	ENSG00000226085
ENST00000344138	ENSG00000100351
ENST00000407075	ENSG00000100351
ENST00000424496	ENSG00000225528
ENST00000333407	ENSG00000133477
ENST00000473717	ENSG00000133477
ENST00000301923	ENSG00000100354
ENST00000402203	ENSG00000100354
ENST00000454349	ENSG00000100354
ENST00000335727	ENSG00000100354
ENST00000449200	ENSG00000228599
ENST00000623063	ENSG00000239900
ENST00000342312	ENSG00000239900
ENST00000636714	ENSG00000239900
ENST00000216194	ENSG00000239900
ENST00000639722	ENSG00000284431
ENST00000248929	ENSG00000100359
ENST00000355630	ENSG00000196588
ENST00000614754	ENSG00000196588
ENST00000620651	ENSG00000196588
ENST00000396617	ENSG00000196588
ENST00000618196	ENSG00000196588
ENST00000402042	ENSG00000196588
ENST00000407029	ENSG00000196588
ENST00000618417	ENSG00000196588
ENST00000402630	ENSG00000196588
ENST00000442557	ENSG00000227413
ENST00000516315	ENSG00000252124
ENST00000312310	ENSG00000172912
ENST00000438116	ENSG00000230071
ENST00000442317	ENSG00000231907
ENST00000249016	ENSG00000128285
ENST00000381433	ENSG00000128285
ENST00000435456	ENSG00000100372
ENST00000544408	ENSG00000100372
ENST00000402844	ENSG00000100372
ENST00000424746	ENSG00000230769
ENST00000441314	ENSG00000233603
ENST00000584704	ENSG00000266594
ENST00000216218	ENSG00000100380
ENST00000620312	ENSG00000100380
ENST00000357137	ENSG00000196236
ENST00000614001	ENSG00000196236
ENST00000307221	ENSG00000172404
ENST00000216225	ENSG00000100387
ENST00000582149	ENSG00000266175
ENST00000418783	ENSG00000237214
ENST00000423293	ENSG00000213857
ENST00000263253	ENSG00000100393
ENST00000408233	ENSG00000221160
ENST00000452297	ENSG00000215771
ENST00000216237	ENSG00000100395
ENST00000216241	ENSG00000100399
ENST00000405486	ENSG00000100401
ENST00000356244	ENSG00000100401
ENST00000455915	ENSG00000100401
ENST00000598651	ENSG00000269104
ENST00000352645	ENSG00000100403
ENST00000406644	ENSG00000167074
ENST00000266304	ENSG00000167074
ENST00000609612	ENSG00000273424
ENST00000327492	ENSG00000183864
ENST00000216252	ENSG00000100410
ENST00000216254	ENSG00000100412
ENST00000396512	ENSG00000100412
ENST00000396504	ENSG00000100413
ENST00000355209	ENSG00000100413
ENST00000337566	ENSG00000100413
ENST00000407461	ENSG00000100413
ENST00000306149	ENSG00000172346
ENST00000216259	ENSG00000100417
ENST00000263256	ENSG00000100418
ENST00000360079	ENSG00000196419
ENST00000428575	ENSG00000196419
ENST00000402580	ENSG00000196419
ENST00000359308	ENSG00000196419
ENST00000405878	ENSG00000196419
ENST00000405506	ENSG00000196419
ENST00000355257	ENSG00000100138
ENST00000215956	ENSG00000100138
ENST00000401959	ENSG00000100138
ENST00000402458	ENSG00000100138
ENST00000402966	ENSG00000184208
ENST00000401548	ENSG00000167077
ENST00000540833	ENSG00000167077
ENST00000448085	ENSG00000231261
ENST00000402061	ENSG00000100147
ENST00000255784	ENSG00000100147
ENST00000612482	ENSG00000198911
ENST00000361204	ENSG00000198911
ENST00000385197	ENSG00000207932
ENST00000621082	ENSG00000234965
ENST00000291232	ENSG00000159958
ENST00000582688	ENSG00000263463
ENST00000215980	ENSG00000100162
ENST00000472374	ENSG00000100162
ENST00000404067	ENSG00000100162
ENST00000402338	ENSG00000100162
ENST00000407253	ENSG00000100162
ENST00000402420	ENSG00000100162
ENST00000505157	ENSG00000205704
ENST00000396426	ENSG00000100167
ENST00000406029	ENSG00000100167
ENST00000396425	ENSG00000100167
ENST00000328823	ENSG00000183066
ENST00000543212	ENSG00000183066
ENST00000450250	ENSG00000215347
ENST00000396398	ENSG00000198951
ENST00000403363	ENSG00000198951
ENST00000402937	ENSG00000198951
ENST00000321753	ENSG00000177096
ENST00000331479	ENSG00000183172
ENST00000602404	ENSG00000184983
ENST00000498737	ENSG00000184983
ENST00000617763	ENSG00000184983
ENST00000470753	ENSG00000184983
ENST00000396387	ENSG00000213790
ENST00000360608	ENSG00000100197
ENST00000389970	ENSG00000100197
ENST00000359033	ENSG00000100197
ENST00000417586	ENSG00000227370
ENST00000428786	ENSG00000232710
ENST00000626627	ENSG00000281538
ENST00000358097	ENSG00000205702
ENST00000433992	ENSG00000205702
ENST00000614967	ENSG00000205702
ENST00000612115	ENSG00000205702
ENST00000433633	ENSG00000226450
ENST00000359486	ENSG00000100207
ENST00000335626	ENSG00000100207
ENST00000404876	ENSG00000100207
ENST00000332965	ENSG00000182057
ENST00000446578	ENSG00000182057
ENST00000420096	ENSG00000233903
ENST00000609564	ENSG00000273366
ENST00000424852	ENSG00000229891
ENST00000329021	ENSG00000235568
ENST00000428765	ENSG00000230107
ENST00000323013	ENSG00000189306
ENST00000580472	ENSG00000265106
ENST00000340239	ENSG00000183569
ENST00000327678	ENSG00000183569
ENST00000407614	ENSG00000183569
ENST00000335879	ENSG00000183569
ENST00000566851	ENSG00000182841
ENST00000348657	ENSG00000100227
ENST00000252115	ENSG00000100227
ENST00000617178	ENSG00000100227
ENST00000451060	ENSG00000100227
ENST00000339677	ENSG00000100227
ENST00000602478	ENSG00000270022
ENST00000361740	ENSG00000100243
ENST00000352397	ENSG00000100243
ENST00000407623	ENSG00000100243
ENST00000407332	ENSG00000100243
ENST00000402438	ENSG00000100243
ENST00000505920	ENSG00000249222
ENST00000401850	ENSG00000128274
ENST00000249005	ENSG00000128274
ENST00000381278	ENSG00000128274
ENST00000426545	ENSG00000234009
ENST00000441462	ENSG00000229608
ENST00000616842	ENSG00000274717
